complaintid,citizenid,departmentid,categoryid,complaintdetails,complaintstatus,created_at
CMP00765,C0013,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-05-07 00:00:00
CMP00766,C0313,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-09-24 00:00:00
CMP00767,C0028,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-03-30 00:00:00
CMP00768,C0413,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-08-03 00:00:00
CMP00769,C0681,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-20 00:00:00
CMP00770,C0932,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-08-16 00:00:00
CMP00771,C0430,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-01-16 00:00:00
CMP00772,C0893,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-10-05 00:00:00
CMP00773,C0935,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-02-04 00:00:00
CMP00774,C0474,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-02-07 00:00:00
CMP00775,C0088,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-07-14 00:00:00
CMP00776,C0462,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-09-28 00:00:00
CMP00777,C0597,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-13 00:00:00
CMP00778,C0524,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-01-21 00:00:00
CMP00779,C0112,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-07-28 00:00:00
CMP00780,C0135,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-12 00:00:00
CMP00781,C0275,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-21 00:00:00
CMP00782,C0622,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-01-08 00:00:00
CMP00783,C0763,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-04-12 00:00:00
CMP00784,C0653,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-07-30 00:00:00
CMP00785,C0805,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-04-20 00:00:00
CMP00786,C0586,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-06-19 00:00:00
CMP00787,C0670,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-02-20 00:00:00
CMP00788,C0267,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-08 00:00:00
CMP00789,C0199,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-15 00:00:00
CMP00790,C0782,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-02-08 00:00:00
CMP00791,C0865,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-08-10 00:00:00
CMP00792,C0675,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-03-08 00:00:00
CMP00793,C0874,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-04-18 00:00:00
CMP00794,C0083,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-10-17 00:00:00
CMP00795,C0803,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-01-18 00:00:00
CMP00796,C0834,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-06-06 00:00:00
CMP00797,C0805,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-14 00:00:00
CMP00798,C0141,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-25 00:00:00
CMP00799,C0328,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-04-18 00:00:00
CMP00800,C0606,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-13 00:00:00
CMP00801,C0854,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-10-09 00:00:00
CMP00802,C0455,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-08-14 00:00:00
CMP00803,C0314,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-03-09 00:00:00
CMP00804,C0237,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-03-04 00:00:00
CMP00805,C0751,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-07-19 00:00:00
CMP00806,C0265,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-07-14 00:00:00
CMP00807,C0218,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-07-16 00:00:00
CMP00808,C0649,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-08-11 00:00:00
CMP00809,C0080,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-07-30 00:00:00
CMP00810,C0134,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-23 00:00:00
CMP00811,C0712,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-06-01 00:00:00
CMP00812,C0949,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-10-20 00:00:00
CMP00813,C0057,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-09-03 00:00:00
CMP00814,C0665,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-09-24 00:00:00
CMP00815,C0370,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-10-15 00:00:00
CMP00816,C0039,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-04-25 00:00:00
CMP00817,C0251,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-04-28 00:00:00
CMP00818,C0138,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-09-16 00:00:00
CMP00819,C0707,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-04-06 00:00:00
CMP00820,C0098,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-02-19 00:00:00
CMP00821,C0099,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-06-14 00:00:00
CMP00822,C0057,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-02-11 00:00:00
CMP00823,C0893,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-16 00:00:00
CMP00824,C0663,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-01-08 00:00:00
CMP00825,C0378,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-11 00:00:00
CMP00826,C0783,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-23 00:00:00
CMP00827,C0616,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-05-07 00:00:00
CMP00828,C0113,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-07-12 00:00:00
CMP00829,C0759,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-09-20 00:00:00
CMP00830,C0802,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-04-22 00:00:00
CMP00831,C0957,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-08-05 00:00:00
CMP00832,C0351,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-06-10 00:00:00
CMP00833,C0761,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-01-31 00:00:00
CMP00834,C0307,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-04-08 00:00:00
CMP00835,C0650,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-01-18 00:00:00
CMP00836,C0761,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-04-28 00:00:00
CMP00837,C0123,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-10-01 00:00:00
CMP00838,C0432,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-05-03 00:00:00
CMP00839,C0599,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-10-10 00:00:00
CMP00840,C0284,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-02-28 00:00:00
CMP00841,C0406,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-07-08 00:00:00
CMP00842,C0296,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-01-11 00:00:00
CMP00843,C0449,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-05-10 00:00:00
CMP00844,C0715,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-09-16 00:00:00
CMP00845,C0277,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-05-19 00:00:00
CMP00846,C0992,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-03-07 00:00:00
CMP00847,C0440,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-08-18 00:00:00
CMP00848,C0892,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-01-01 00:00:00
CMP00849,C0414,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-04-08 00:00:00
CMP00850,C0624,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-01-28 00:00:00
CMP00851,C0658,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-06-18 00:00:00
CMP00852,C0307,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-10-14 00:00:00
CMP00853,C0218,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-09-17 00:00:00
CMP00854,C0255,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-05-09 00:00:00
CMP00855,C0393,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-06-07 00:00:00
CMP00856,C0386,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-07-27 00:00:00
CMP00857,C0797,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-02-24 00:00:00
CMP00858,C0138,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-06-29 00:00:00
CMP00859,C0174,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-10-08 00:00:00
CMP00860,C0083,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-03-12 00:00:00
CMP00861,C0546,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-06-26 00:00:00
CMP00862,C0096,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-10-13 00:00:00
CMP00863,C0018,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-06-14 00:00:00
CMP00864,C0334,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-10-12 00:00:00
CMP00865,C0082,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-03 00:00:00
CMP00866,C0577,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-04-27 00:00:00
CMP00867,C0909,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-04-22 00:00:00
CMP00868,C0196,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-03-09 00:00:00
CMP00869,C0327,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-02-09 00:00:00
CMP00870,C0809,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-01-23 00:00:00
CMP00871,C0785,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-15 00:00:00
CMP00872,C0228,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-07-16 00:00:00
CMP00873,C0426,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-07-25 00:00:00
CMP00874,C0655,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-13 00:00:00
CMP00875,C0094,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-09-27 00:00:00
CMP00876,C0343,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-03-04 00:00:00
CMP00877,C0021,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-02-23 00:00:00
CMP00878,C0619,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-21 00:00:00
CMP00879,C0881,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-07-19 00:00:00
CMP00880,C0976,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-05 00:00:00
CMP00881,C0988,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-21 00:00:00
CMP00882,C0947,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-04-19 00:00:00
CMP00883,C0058,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-01-10 00:00:00
CMP00884,C0104,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-09-09 00:00:00
CMP00885,C0741,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-10-24 00:00:00
CMP00886,C0174,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-07-26 00:00:00
CMP00887,C0180,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-04-21 00:00:00
CMP00888,C0041,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-10-05 00:00:00
CMP00889,C0153,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-08-03 00:00:00
CMP00890,C0827,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-08-03 00:00:00
CMP00891,C0076,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-06-01 00:00:00
CMP00892,C0615,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-05-29 00:00:00
CMP00893,C0239,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-08-23 00:00:00
CMP00894,C0838,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-02-05 00:00:00
CMP00895,C0914,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-02-18 00:00:00
CMP00896,C0185,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-08-17 00:00:00
CMP00897,C0477,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-03-05 00:00:00
CMP00898,C0311,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-09-28 00:00:00
CMP00899,C0467,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-10-18 00:00:00
CMP00900,C0224,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-08-30 00:00:00
CMP00901,C0993,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-08-10 00:00:00
CMP00902,C0881,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-06-17 00:00:00
CMP00903,C0124,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-10-18 00:00:00
CMP00904,C0544,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-03-28 00:00:00
CMP00905,C0645,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-12 00:00:00
CMP00906,C0239,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-02-25 00:00:00
CMP00907,C0346,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-08-16 00:00:00
CMP00908,C0505,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-07-06 00:00:00
CMP00909,C0691,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-01-02 00:00:00
CMP00910,C0404,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-01-04 00:00:00
CMP00911,C0283,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-08-01 00:00:00
CMP00912,C0349,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-05-04 00:00:00
CMP00913,C0759,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-05-22 00:00:00
CMP00914,C0808,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-02-26 00:00:00
CMP00915,C0029,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-09 00:00:00
CMP00916,C0793,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-10-17 00:00:00
CMP00917,C0129,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-10-14 00:00:00
CMP00918,C0284,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-04-12 00:00:00
CMP00919,C0654,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-05-20 00:00:00
CMP00920,C0306,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-05-29 00:00:00
CMP00921,C0855,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-04-23 00:00:00
CMP00922,C0291,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-04-06 00:00:00
CMP00923,C0527,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-07-12 00:00:00
CMP00924,C0983,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-10-22 00:00:00
CMP00925,C0650,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-08-15 00:00:00
CMP00926,C0112,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-08-10 00:00:00
CMP00927,C0469,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-02-04 00:00:00
CMP00928,C0472,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-12 00:00:00
CMP00929,C0222,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-10-08 00:00:00
CMP00930,C0323,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-05-01 00:00:00
CMP00931,C0486,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-03-10 00:00:00
CMP00932,C0566,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-09-20 00:00:00
CMP00933,C0276,D005,CAT007,Complaint about CAT007 issue in area XYZ,Resolved,2023-05-03 00:00:00
CMP00934,C0150,D004,CAT008,Complaint about CAT008 issue in area XYZ,In Progress,2023-05-13 00:00:00
CMP00935,C0777,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-01-11 00:00:00
CMP00936,C0342,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-07-12 00:00:00
CMP00937,C0713,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-08 00:00:00
CMP00938,C0872,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-03-27 00:00:00
CMP00939,C0062,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-06-13 00:00:00
CMP00940,C0086,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-02-05 00:00:00
CMP00941,C0482,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-09-23 00:00:00
CMP00942,C0021,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-08-09 00:00:00
CMP00943,C0114,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-09-19 00:00:00
CMP00944,C0253,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-02 00:00:00
CMP00945,C0441,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-09-18 00:00:00
CMP00946,C0132,D001,CAT005,Complaint about CAT005 issue in area XYZ,Resolved,2023-06-06 00:00:00
CMP00947,C0390,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-01-15 00:00:00
CMP00948,C0700,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-10-23 00:00:00
CMP00949,C0004,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-06-02 00:00:00
CMP00950,C0040,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-04-10 00:00:00
CMP00951,C0807,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-06-27 00:00:00
CMP00952,C0179,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-02-18 00:00:00
CMP00953,C0616,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-07-02 00:00:00
CMP00954,C0996,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-06-04 00:00:00
CMP00955,C0750,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-01-05 00:00:00
CMP00956,C0989,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-31 00:00:00
CMP00957,C0417,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-20 00:00:00
CMP00958,C0319,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-09-10 00:00:00
CMP00959,C0082,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-01-29 00:00:00
CMP00960,C0634,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-08-14 00:00:00
CMP00961,C0222,D009,CAT004,Complaint about CAT004 issue in area XYZ,Submitted,2023-05-15 00:00:00
CMP00962,C0788,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-03-17 00:00:00
CMP00963,C0366,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-02-07 00:00:00
CMP00964,C0324,D007,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-07-09 00:00:00
CMP00965,C0282,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-04-17 00:00:00
CMP00966,C0157,D005,CAT007,Complaint about CAT007 issue in area XYZ,Closed,2023-05-30 00:00:00
CMP00967,C0909,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-04-07 00:00:00
CMP00968,C0619,D005,CAT007,Complaint about CAT007 issue in area XYZ,Submitted,2023-05-23 00:00:00
CMP00969,C0671,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-08-31 00:00:00
CMP00970,C0961,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-02-08 00:00:00
CMP00971,C0623,D008,CAT003,Complaint about CAT003 issue in area XYZ,In Progress,2023-04-29 00:00:00
CMP00972,C0338,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-04-01 00:00:00
CMP00973,C0755,D001,CAT005,Complaint about CAT005 issue in area XYZ,In Progress,2023-06-11 00:00:00
CMP00974,C1000,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-09-10 00:00:00
CMP00975,C0061,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-07-09 00:00:00
CMP00976,C0343,D008,CAT003,Complaint about CAT003 issue in area XYZ,Submitted,2023-01-31 00:00:00
CMP00977,C0103,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-05-25 00:00:00
CMP00978,C0114,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-09-07 00:00:00
CMP00979,C0909,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-10-24 00:00:00
CMP00980,C0650,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-01-22 00:00:00
CMP00981,C0682,D008,CAT003,Complaint about CAT003 issue in area XYZ,Closed,2023-07-03 00:00:00
CMP00982,C0979,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-01-25 00:00:00
CMP00983,C0979,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-01-23 00:00:00
CMP00984,C0225,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-02-23 00:00:00
CMP00985,C0715,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-05-31 00:00:00
CMP00986,C0746,D006,CAT006,Complaint about CAT006 issue in area XYZ,Resolved,2023-10-11 00:00:00
CMP00987,C0230,D002,CAT002,Complaint about CAT002 issue in area XYZ,Submitted,2023-08-26 00:00:00
CMP00988,C0813,D004,CAT008,Complaint about CAT008 issue in area XYZ,Submitted,2023-01-26 00:00:00
CMP00989,C0750,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-09-27 00:00:00
CMP00990,C0800,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-03-06 00:00:00
CMP00991,C0529,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-06-03 00:00:00
CMP00992,C0503,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-01-11 00:00:00
CMP00993,C0050,D001,CAT005,Complaint about CAT005 issue in area XYZ,Closed,2023-07-11 00:00:00
CMP00994,C0854,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-01-08 00:00:00
CMP00995,C0313,D006,CAT006,Complaint about CAT006 issue in area XYZ,Submitted,2023-03-08 00:00:00
CMP00996,C0330,D007,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-05-28 00:00:00
CMP00997,C0380,D003,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-21 00:00:00
CMP00998,C0251,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-10-05 00:00:00
CMP00999,C0195,D005,CAT007,Complaint about CAT007 issue in area XYZ,In Progress,2023-01-29 00:00:00
CMP01000,C0375,D001,CAT005,Complaint about CAT005 issue in area XYZ,Submitted,2023-02-02 00:00:00
CMP01001,C0913,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-01-27 00:00:00
CMP01002,C0106,D002,CAT002,Complaint about CAT002 issue in area XYZ,Resolved,2023-04-19 00:00:00
CMP01003,C0419,D009,CAT004,Complaint about CAT004 issue in area XYZ,Closed,2023-04-13 00:00:00
CMP01004,C0421,D004,CAT008,Complaint about CAT008 issue in area XYZ,Resolved,2023-03-30 00:00:00
CMP01005,C0659,D003,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-10-09 00:00:00
CMP01006,C0879,D002,CAT002,Complaint about CAT002 issue in area XYZ,Closed,2023-03-19 00:00:00
CMP01007,C0266,D004,CAT008,Complaint about CAT008 issue in area XYZ,Closed,2023-06-17 00:00:00
CMP01008,C0810,D009,CAT004,Complaint about CAT004 issue in area XYZ,Resolved,2023-08-28 00:00:00
CMP01009,C0234,D007,CAT001,Complaint about CAT001 issue in area XYZ,Submitted,2023-05-27 00:00:00
CMP01010,C0564,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-10-11 00:00:00
CMP01011,C0157,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-09-13 00:00:00
CMP01012,C0355,D002,CAT002,Complaint about CAT002 issue in area XYZ,In Progress,2023-01-06 00:00:00
CMP01013,C0801,D006,CAT006,Complaint about CAT006 issue in area XYZ,Closed,2023-02-04 00:00:00
CMP01014,C0308,D003,CAT001,Complaint about CAT001 issue in area XYZ,Resolved,2023-05-07 00:00:00
CMP01015,C0301,D006,CAT006,Complaint about CAT006 issue in area XYZ,In Progress,2023-03-18 00:00:00
CMP01016,C0813,D008,CAT003,Complaint about CAT003 issue in area XYZ,Resolved,2023-02-18 00:00:00
CMP01017,C0204,D003,CAT001,Complaint about CAT001 issue in area XYZ,Closed,2023-02-02 00:00:00
CMP01018,C0609,D007,CAT001,Complaint about CAT001 issue in area XYZ,In Progress,2023-04-10 00:00:00
CMP01019,C0256,D009,CAT004,Complaint about CAT004 issue in area XYZ,In Progress,2023-04-19 00:00:00
